4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.001,0.01,0.788513513514,0.00014832907231555962,0.012179042339837711,1314.7958455085754
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.001,0.01,0.788513513514,0.00014832907231555962,0.012179042339837711,1508.177391052246
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.001,0.01,0.788513513514,0.00014832907231555962,0.012179042339837711,1232.0873947143555
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.001,0.01,0.788513513514,0.00014832907231555962,0.012179042339837711,1762.4785497188568
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.001,0.01,0.788513513514,0.00014832907231555962,0.012179042339837711,1245.702892780304
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.001,0.01,0.788513513514,0.00014832907231555962,0.012179042339837711,1190.4574880599976
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.001,0.01,0.788513513514,0.00014832907231555962,0.012179042339837711,1366.4914758205414
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.001,0.01,0.788513513514,0.00014832907231555962,0.012179042339837711,1146.1229746341705
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.001,0.01,0.788513513514,0.00014832907231555962,0.012179042339837711,1139.5482499599457
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.001,0.01,0.788513513514,0.00014832907231555962,0.012179042339837711,1083.2108829021454
