4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.0,0.1,0.809234234234,0.00035086945053161274,0.018731509563609996,477.5917248725891
4+2,44.,0.,39.,5.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.0,0.1,0.803210137849,0.00028313187698768044,0.016826523021339863,379.83259320259094
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.0,0.1,0.788513513514,0.00014832907231555962,0.012179042339837711,205.7140839099884
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,43.,1.,44.,0.,44.,0.,48.,0.,0.0,0.1,0.808084808947,0.0003373845030395313,0.018368029372786056,463.0897054672241
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.0,0.1,0.788513513514,0.00014832907231555962,0.012179042339837711,185.79442715644836
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.0,0.1,0.788513513514,0.00014832907231555962,0.012179042339837711,198.51542282104492
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,46.,2.,0.0,0.1,0.810355618777,0.0024984681379740157,0.04998467903241968,467.1507992744446
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.0,0.1,0.809234234234,0.00035086945053161274,0.018731509563609996,454.52685594558716
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.0,0.1,0.788513513514,0.00014832907231555962,0.012179042339837711,236.8587396144867
4+2,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,44.,0.,48.,0.,0.0,0.1,0.788513513514,0.00014832907231555962,0.012179042339837711,220.48590993881226
