3+4,44.,0.,41.,3.,43.,1.,42.,2.,44.,0.,43.,1.,44.,0.,43.,1.,44.,0.,45.,3.,0.0,0.1,0.938541578412,1.0848855889030434e-07,0.0003293760144429226,1649.1065723896027
3+4,44.,0.,43.,1.,44.,0.,42.,2.,44.,0.,41.,3.,42.,2.,44.,0.,40.,4.,45.,3.,0.0,0.1,0.915002418427,0.00018015262495820353,0.013422094656133353,1382.096507549286
3+4,44.,0.,44.,0.,43.,1.,43.,1.,44.,0.,44.,0.,44.,0.,43.,1.,40.,4.,46.,2.,0.0,0.1,0.924223158506,0.00019534538451111355,0.013976601321892013,1388.3537857532501
3+4,44.,0.,43.,1.,43.,1.,43.,1.,44.,0.,41.,3.,44.,0.,44.,0.,41.,3.,45.,3.,0.0,0.1,0.916500695115,9.528165045897851e-05,0.00976123201542605,1336.9985947608948
3+4,43.,1.,42.,2.,43.,1.,44.,0.,41.,3.,42.,2.,44.,0.,44.,0.,43.,1.,46.,2.,0.0,0.1,0.95892799776,9.011809079499377e-06,0.0030019675347177518,1761.4769403934479
3+4,42.,2.,43.,1.,44.,0.,44.,0.,40.,4.,44.,0.,43.,1.,44.,0.,40.,4.,47.,1.,0.0,0.1,0.954284414753,2.1867755585410953e-05,0.00467629720884066,1694.2852396965027
3+4,42.,2.,43.,1.,44.,0.,42.,2.,40.,4.,44.,0.,43.,1.,44.,0.,42.,2.,48.,0.,0.0,0.1,0.93911908529,0.0035766028420886734,0.059804705852371465,1607.2281079292297
3+4,42.,2.,44.,0.,42.,2.,41.,3.,44.,0.,43.,1.,42.,2.,42.,2.,44.,0.,46.,2.,0.0,0.1,0.933596176458,0.0002036466688661304,0.014270482432844742,1632.055389881134
3+4,40.,4.,44.,0.,42.,2.,43.,1.,41.,3.,44.,0.,44.,0.,44.,0.,44.,0.,46.,2.,0.0,0.1,0.898940083556,0.00035275581190836216,0.01878179469348875,1140.5952599048615
3+4,44.,0.,44.,0.,41.,3.,44.,0.,44.,0.,42.,2.,44.,0.,41.,3.,44.,0.,48.,0.,0.0,0.1,0.902234215603,0.0007648640449776048,0.0276561755305683,1208.2050466537476
