2+2,0.1,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,316.7328062057495
2+2,0.1,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,284.875853061676
2+2,0.1,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,257.70177936553955
2+2,0.1,0.01,0.703571428571,0.00021556122448979542,0.014682003422210316,377.26963996887207
2+2,0.1,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,282.97788524627686
2+2,0.1,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,401.6074843406677
2+2,0.1,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,240.54133105278015
2+2,0.1,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,311.47847151756287
2+2,0.1,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,325.4345874786377
2+2,0.1,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,265.643563747406
