4+16,0.0,0.01,0.703571428571,0.00021556122448979542,0.014682003422210316,223.89902687072754
4+16,0.0,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,332.77185893058777
4+16,0.0,0.01,0.784285714286,1.6530612244897784e-05,0.004065785563073609,315.65996050834656
4+16,0.0,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,225.08794140815735
4+16,0.0,0.01,0.794481481481,0.00019786021947873874,0.014066279518008262,529.5809617042542
4+16,0.0,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,216.68591475486755
4+16,0.0,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,252.3417203426361
4+16,0.0,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,260.0762631893158
4+16,0.0,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,201.08154296875
4+16,0.0,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,218.75195622444153
1+16,0.001,0.01,0.831555592992,1.4870356227886087e-05,0.003856210086067159,555.9365804195404
1+16,0.001,0.01,0.822843659277,0.00012930074925082078,0.011371048731353708,554.1667358875275
1+16,0.001,0.01,0.825426412503,0.00029157668406607146,0.017075616652585977,561.3843562602997
1+16,0.001,0.01,0.807726739139,1.852073872591113e-05,0.00430357278617559,577.6618454456329
1+16,0.001,0.01,0.812714000771,0.000271968721739265,0.016491474213643394,557.8581254482269
1+16,0.001,0.01,0.820904715686,0.00014665851504428807,0.012110264862681084,543.2097330093384
1+16,0.001,0.01,0.801568179722,3.5946203619209795e-05,0.005995515292217158,546.1123220920563
1+16,0.001,0.01,0.819192692706,0.00013383888404122282,0.01156887566020237,548.454642534256
1+16,0.001,0.01,0.832545625848,0.0006228751131774733,0.024957466080863924,483.96110367774963
1+16,0.001,0.01,0.809319032983,0.001032799129336979,0.03213719230637579,507.479026556015
1+2,0.001,0.01,0.783199195171,5.1238011570428405e-05,0.007158073174425392,256.60019969940186
1+2,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,211.07418847084045
1+2,0.001,0.01,0.786481481481,0.00013308984910836738,0.011536457389873522,219.67177319526672
1+2,0.001,0.01,0.787102425876,0.0001376590005884881,0.011732817248576239,282.02063155174255
1+2,0.001,0.01,0.78467665327,0.00036046781720953843,0.018985990024476953,257.2454080581665
1+2,0.001,0.01,0.782855586679,0.00010794895760289215,0.010389848776709513,264.40432238578796
1+2,0.001,0.01,0.786428571429,0.00013270408163265342,0.01151972576204197,248.20266199111938
1+2,0.001,0.01,0.783404558405,0.0001115864522203558,0.010563448879052514,235.64673519134521
1+2,0.001,0.01,0.786402116402,2.242070490747739e-05,0.004735050676336779,216.7773575782776
1+2,0.001,0.01,0.783571428571,0.00011270408163265391,0.010616217859136742,257.96467685699463
4+16,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,229.75615406036377
4+16,0.001,0.01,0.785,0.0001225000000000002,0.011067971810589338,200.43431735038757
4+16,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,205.33079719543457
4+16,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,228.04702520370483
4+16,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,177.00357246398926
4+16,0.001,0.01,0.785052910053,0.00012287065031774068,0.011084703438420926,392.27665734291077
4+16,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,226.8152437210083
4+16,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,209.59248805046082
4+16,0.001,0.01,0.785052910053,0.00012287065031774068,0.011084703438420926,306.1379134654999
4+16,0.001,0.01,0.785052910053,0.00012287065031774068,0.011084703438420926,252.81909370422363
4+2,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,506.7366645336151
4+2,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,513.7525541782379
4+2,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,545.3602151870728
4+2,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,524.9056310653687
4+2,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,365.9247052669525
4+2,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,478.69164204597473
4+2,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,426.2360243797302
4+2,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,401.35954999923706
4+2,0.001,0.01,0.703571428571,0.00021556122448979542,0.014682003422210316,463.72440791130066
4+2,0.001,0.01,0.782142857143,0.00010331632653061294,0.01016446390768411,444.13427352905273
1+16,0.001,0.1,0.915440424803,3.4665790836297002e-09,5.887766200886122e-05,538.2142024040222
1+16,0.001,0.1,0.9139530164,0.0002691954735963348,0.016407177502432733,554.1618592739105
1+16,0.001,0.1,0.919907524083,7.541008623976798e-05,0.008683898101645826,560.3105733394623
1+16,0.001,0.1,0.888811234986,0.00010028861551931694,0.0100144203785999,566.9758031368256
1+16,0.001,0.1,0.925731780224,6.621245134783779e-05,0.008137103375762027,549.2965528964996
1+16,0.001,0.1,0.929922857829,2.1516842858067542e-05,0.004638625104281175,509.2674252986908
1+16,0.001,0.1,0.915071329006,2.5482227771538197e-05,0.005047992449631655,488.5451602935791
1+16,0.001,0.1,0.822112334471,0.0019838899546462275,0.04454087958994779,494.6433665752411
1+16,0.001,0.1,0.911089004716,3.9782209433421336e-05,0.006307313963441279,494.4806983470917
1+16,0.001,0.1,0.816057465216,0.0017242567122685802,0.04152417021770068,490.4314911365509
4+2,0.001,0.1,0.782142857143,0.00010331632653061294,0.01016446390768411,95.49809193611145
4+2,0.001,0.1,0.703571428571,0.00021556122448979542,0.014682003422210316,78.62809371948242
4+2,0.001,0.1,0.782142857143,0.00010331632653061294,0.01016446390768411,96.40914821624756
4+2,0.001,0.1,0.782142857143,0.00010331632653061294,0.01016446390768411,68.1480062007904
4+2,0.001,0.1,0.782142857143,0.00010331632653061294,0.01016446390768411,81.871755361557
4+2,0.001,0.1,0.782142857143,0.00010331632653061294,0.01016446390768411,104.56500744819641
4+2,0.001,0.1,0.782142857143,0.00010331632653061294,0.01016446390768411,90.84907031059265
4+2,0.001,0.1,0.782142857143,0.00010331632653061294,0.01016446390768411,87.1102819442749
4+2,0.001,0.1,0.782142857143,0.00010331632653061294,0.01016446390768411,75.60372376441956
4+2,0.001,0.1,0.782142857143,0.00010331632653061294,0.01016446390768411,84.38602900505066
1+16,0.0,0.1,0.916923256214,0.0003573696113154901,0.018904222049994285,570.6234991550446
1+16,0.0,0.1,0.915196313914,2.508475923426584e-05,0.005008468751451469,578.9017395973206
1+16,0.0,0.1,0.912136827596,1.4730258408701216e-05,0.0038380018771101737,572.5992424488068
1+16,0.0,0.1,0.913163661561,2.7595646493400974e-05,0.005253155860375835,582.3614299297333
1+16,0.0,0.1,0.912399959591,0.0004818889577129258,0.02195196933564107,567.9435453414917
1+16,0.0,0.1,0.920303012687,0.0001229001035010313,0.011086031909616321,557.3267183303833
1+16,0.0,0.1,0.937770650808,5.0698887780728856e-05,0.007120315146166556,567.8254115581512
