4+16,4.,1.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,9.,5.,0.,0.0,0.1,0.944191574663,0.001988578624772536,0.04459348186419778,656.0235211849213
4+16,5.,0.,0.,4.,1.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,13.,1.,0.,0.0,0.1,0.948058381481,0.0001359273623910676,0.011658789061950971,664.300146818161
4+16,5.,0.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,14.,0.,0.,0.0,0.1,0.949258955499,4.914918704442152e-05,0.007010648118713527,684.9800057411194
4+16,5.,0.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,14.,0.,0.,0.0,0.1,0.971122411876,1.1427620636173579e-06,0.001069000497482278,651.9272899627686
4+16,5.,0.,0.,3.,2.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,4.,1.,0.,14.,0.,0.,0.0,0.1,0.936895929553,0.00011925033549312091,0.010920180195084736,599.8816556930542
4+16,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,13.,1.,0.,0.0,0.1,0.940054817884,8.13664457744051e-06,0.0028524804254263536,597.5191562175751
4+16,5.,0.,0.,5.,0.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,4.,1.,0.,14.,0.,0.,0.0,0.1,0.961716607869,9.715358139868132e-06,0.003116946926058917,585.9491255283356
4+16,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,5.,0.,0.,4.,1.,0.,14.,0.,0.,0.0,0.1,0.969832089295,9.101028362974396e-05,0.009539931007598743,581.4128556251526
4+16,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,3.,2.,0.,13.,1.,0.,0.0,0.1,0.946102196917,0.00019639506328457645,0.014014102300346477,583.7659976482391
4+16,5.,0.,0.,5.,0.,0.,5.,0.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,5.,0.,0.,4.,1.,0.,5.,0.,0.,14.,0.,0.,0.0,0.1,0.934925371163,0.0004234707318325604,0.020578404501626464,575.0545837879181
