1+8,49.,1.,46.,4.,48.,2.,50.,0.,50.,0.,42.,8.,50.,0.,43.,7.,47.,3.,47.,3.,0.1,0.01,0.774330377876,0.0002626916628871922,0.016207765511852403,420.9762270450592
1+8,46.,4.,45.,5.,29.,21.,50.,0.,48.,2.,50.,0.,47.,3.,48.,2.,49.,1.,48.,2.,0.1,0.01,0.76671989623,5.077743831491632e-05,0.007125828956333173,551.0553267002106
1+8,47.,3.,50.,0.,47.,3.,50.,0.,50.,0.,50.,0.,40.,10.,50.,0.,29.,21.,45.,5.,0.1,0.01,0.770122462154,0.0001963908790260811,0.014013953012126204,492.5231821537018
1+8,48.,2.,43.,7.,28.,22.,50.,0.,49.,1.,50.,0.,50.,0.,38.,12.,45.,5.,48.,2.,0.1,0.01,0.753407424126,4.236597508818823e-05,0.006508915046932801,529.3406205177307
1+8,43.,7.,50.,0.,47.,3.,30.,20.,49.,1.,30.,20.,50.,0.,40.,10.,42.,8.,50.,0.,0.1,0.01,0.740625924128,3.1840431068251903e-06,0.001784388720773921,451.64289808273315
1+8,45.,5.,48.,2.,45.,5.,50.,0.,38.,12.,50.,0.,46.,4.,50.,0.,42.,8.,50.,0.,0.1,0.01,0.772421491313,6.839707574533374e-05,0.008270252459588748,479.15243697166443
1+8,50.,0.,46.,4.,49.,1.,46.,4.,50.,0.,46.,4.,50.,0.,44.,6.,36.,14.,46.,4.,0.1,0.01,0.76709572359,1.689314432471878e-05,0.00411012704483922,422.8933997154236
1+8,31.,19.,48.,2.,45.,5.,46.,4.,42.,8.,50.,0.,47.,3.,46.,4.,49.,1.,45.,5.,0.1,0.01,0.764579587393,0.000447630161063132,0.021157272060999075,439.40909028053284
1+8,50.,0.,45.,5.,50.,0.,48.,2.,49.,1.,46.,4.,50.,0.,46.,4.,49.,1.,50.,0.,0.1,0.01,0.778500077775,0.0001038864503486507,0.010192470277055053,539.0905044078827
1+8,39.,11.,45.,5.,50.,0.,50.,0.,49.,1.,39.,11.,49.,1.,50.,0.,48.,2.,45.,5.,0.1,0.01,0.763253658225,0.0002980312766726584,0.017263582382363703,544.8711318969727
