4+16,45.,5.,40.,10.,44.,6.,27.,23.,37.,13.,28.,22.,49.,1.,50.,0.,48.,2.,40.,10.,0.0,0.1,0.791624151094,5.344232250817219e-06,0.002311759557310669,2015.8850708007812
4+16,40.,10.,49.,1.,42.,8.,30.,20.,48.,2.,33.,17.,37.,13.,43.,7.,43.,7.,50.,0.,0.0,0.1,0.794831758271,0.0002358374832610607,0.015357001115486732,2219.0170760154724
4+16,46.,4.,44.,6.,39.,11.,48.,2.,34.,16.,39.,11.,43.,7.,42.,8.,33.,17.,38.,12.,0.0,0.1,0.799690788205,0.00022293072817577316,0.014930864950691007,2172.3936812877655
4+16,27.,23.,43.,7.,46.,4.,50.,0.,43.,7.,32.,18.,48.,2.,50.,0.,42.,8.,41.,9.,0.0,0.1,0.790164991476,0.0002644659470625955,0.016262409017811463,1868.069156885147
4+16,44.,6.,28.,22.,50.,0.,50.,0.,50.,0.,39.,11.,43.,7.,41.,9.,43.,7.,47.,3.,0.0,0.1,0.792594001141,0.0004870828341730175,0.022069953198251634,1930.3601927757263
4+16,29.,21.,45.,5.,43.,7.,47.,3.,45.,5.,41.,9.,47.,3.,37.,13.,40.,10.,44.,6.,0.0,0.1,0.805959337349,4.098621156828865e-05,0.006402047451268121,2136.114591360092
4+16,41.,9.,32.,18.,45.,5.,33.,17.,50.,0.,48.,2.,45.,5.,42.,8.,40.,10.,39.,11.,0.0,0.1,0.802469875052,0.00027530877880078475,0.01659243137098312,2004.8450422286987
4+16,36.,14.,49.,1.,43.,7.,42.,8.,49.,1.,45.,5.,44.,6.,42.,8.,48.,2.,47.,3.,0.0,0.1,0.82343033724,9.681505249055096e-05,0.00983946403472013,1995.9186606407166
4+16,42.,8.,44.,6.,49.,1.,47.,3.,37.,13.,40.,10.,36.,14.,44.,6.,25.,25.,44.,6.,0.0,0.1,0.801443884097,7.484138075031139e-06,0.002735715276674665,2266.465499639511
4+16,37.,13.,50.,0.,41.,9.,42.,8.,46.,4.,45.,5.,45.,5.,50.,0.,36.,14.,44.,6.,0.0,0.1,0.820259990085,0.00017221610365708806,0.013123113337051085,2168.0543920993805
