4+16,50.,0.,49.,1.,45.,5.,50.,0.,50.,0.,49.,1.,47.,3.,46.,4.,49.,1.,42.,8.,0.001,0.01,0.78939514654,0.0003476324514960855,0.018644904169667527,1405.4646530151367
4+16,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,44.,6.,44.,6.,48.,2.,0.001,0.01,0.794816307174,4.2529817996418457e-05,0.006521488940143843,1150.232806444168
4+16,44.,6.,50.,0.,50.,0.,49.,1.,50.,0.,50.,0.,50.,0.,39.,11.,50.,0.,49.,1.,0.001,0.01,0.787371383364,0.0002553207945420399,0.01597876073236094,1002.4073820114136
4+16,50.,0.,47.,3.,50.,0.,46.,4.,50.,0.,50.,0.,44.,6.,50.,0.,50.,0.,50.,0.,0.001,0.01,0.794455673228,0.0002321988560260692,0.015238072582386172,904.8692910671234
4+16,47.,3.,50.,0.,50.,0.,45.,5.,50.,0.,49.,1.,50.,0.,50.,0.,49.,1.,49.,1.,0.001,0.01,0.786192747009,0.00010463020892577618,0.010228890894216058,1013.1825172901154
4+16,50.,0.,50.,0.,50.,0.,50.,0.,47.,3.,50.,0.,40.,10.,50.,0.,46.,4.,48.,2.,0.001,0.01,0.786183348607,4.926598126052374e-08,0.00022195941354338577,1293.400952577591
4+16,50.,0.,50.,0.,46.,4.,50.,0.,45.,5.,48.,2.,50.,0.,50.,0.,45.,5.,50.,0.,0.001,0.01,0.793303736563,0.00022122987361416815,0.014873798224198423,1148.7511897087097
4+16,42.,8.,48.,2.,50.,0.,44.,6.,50.,0.,50.,0.,39.,11.,50.,0.,50.,0.,48.,2.,0.001,0.01,0.779697317049,3.0291469480343836e-06,0.001740444468529342,780.4347608089447
4+16,50.,0.,50.,0.,49.,1.,44.,6.,47.,3.,50.,0.,49.,1.,50.,0.,50.,0.,47.,3.,0.001,0.01,0.792355462946,7.911742956243537e-05,0.008894797893287704,1534.6677014827728
4+16,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,49.,1.,31.,19.,0.001,0.01,0.77626984127,0.0034519280675233076,0.05875311113058872,888.016316652298
