1+2,50.,0.,50.,0.,50.,0.,37.,13.,50.,0.,50.,0.,48.,2.,47.,3.,50.,0.,43.,7.,0.0,0.1,0.784234367246,0.00018365559019963785,0.013551958906358809,472.59448528289795
1+2,50.,0.,46.,4.,50.,0.,50.,0.,42.,8.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,0.0,0.1,0.788763186867,0.00018057850927005986,0.013437950337386274,222.88455057144165
1+2,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,48.,2.,50.,0.,50.,0.,50.,0.,49.,1.,0.0,0.1,0.788354030793,0.00011907935713824727,0.010912348836902496,151.81547570228577
1+2,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,47.,3.,50.,0.,50.,0.,38.,12.,0.0,0.1,0.790157605742,2.1454637540075743e-05,0.004631915105016039,278.6628496646881
1+2,47.,3.,50.,0.,50.,0.,50.,0.,49.,1.,50.,0.,50.,0.,50.,0.,50.,0.,49.,1.,0.0,0.1,0.793964002852,0.0002656346904964913,0.016298303301156575,390.5560293197632
1+2,40.,10.,50.,0.,50.,0.,49.,1.,50.,0.,42.,8.,40.,10.,45.,5.,50.,0.,50.,0.,0.0,0.1,0.782750597788,0.00013309320243178724,0.011536602724883407,459.8370361328125
1+2,46.,4.,50.,0.,50.,0.,50.,0.,49.,1.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,0.0,0.1,0.796097692212,7.218315504680428e-05,0.008496067034034294,349.1537923812866
1+2,41.,9.,46.,4.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,49.,1.,0.0,0.1,0.786460942745,0.000246202903304867,0.01569085412923296,264.6733901500702
1+2,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,41.,9.,34.,16.,0.0,0.1,0.785502304147,0.0014121908735467842,0.03757912816373983,475.996572971344
1+2,50.,0.,50.,0.,50.,0.,50.,0.,48.,2.,49.,1.,50.,0.,46.,4.,50.,0.,50.,0.,0.0,0.1,0.785922668621,0.00015724406601224495,0.012539699598166016,208.092294216156
