1+4,50.,0.,50.,0.,48.,2.,47.,3.,49.,1.,49.,1.,43.,7.,46.,4.,48.,2.,50.,0.,0.1,0.01,0.784731289284,0.0001479374104033959,0.012162952371994058,534.4367618560791
1+4,50.,0.,42.,8.,48.,2.,50.,0.,48.,2.,38.,12.,47.,3.,50.,0.,50.,0.,49.,1.,0.1,0.01,0.774409232595,0.0001411289055932461,0.011879768751673835,587.4090931415558
1+4,50.,0.,50.,0.,50.,0.,50.,0.,47.,3.,47.,3.,50.,0.,50.,0.,46.,4.,48.,2.,0.1,0.01,0.785227792656,5.4396376341063414e-05,0.007375389911120863,581.502311706543
1+4,49.,1.,50.,0.,50.,0.,50.,0.,49.,1.,50.,0.,46.,4.,49.,1.,46.,4.,48.,2.,0.1,0.01,0.78006216295,0.0002786724519141683,0.016693485313563742,612.3250296115875
1+4,49.,1.,46.,4.,40.,10.,48.,2.,50.,0.,49.,1.,50.,0.,50.,0.,47.,3.,50.,0.,0.1,0.01,0.773988475063,7.683883291440468e-05,0.008765776229998384,551.9855432510376
1+4,42.,8.,48.,2.,50.,0.,50.,0.,46.,4.,50.,0.,41.,9.,45.,5.,49.,1.,50.,0.,0.1,0.01,0.77773943662,9.904099877439034e-05,0.00995193442373845,533.0768640041351
1+4,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,42.,8.,47.,3.,39.,11.,36.,14.,48.,2.,0.1,0.01,0.765618760325,7.375146993218712e-05,0.008587867600993108,558.8384640216827
1+4,50.,0.,50.,0.,50.,0.,15.,35.,48.,2.,50.,0.,41.,9.,50.,0.,50.,0.,46.,4.,0.1,0.01,0.744545797893,0.00013581797399913597,0.01165409687616917,568.5921728610992
1+4,49.,1.,50.,0.,42.,8.,50.,0.,33.,17.,50.,0.,50.,0.,50.,0.,47.,3.,50.,0.,0.1,0.01,0.771661549335,1.984095294946122e-05,0.004454318460714413,528.0315887928009
1+4,50.,0.,50.,0.,50.,0.,50.,0.,50.,0.,46.,4.,49.,1.,49.,1.,49.,1.,50.,0.,0.1,0.01,0.787110361512,0.00012411995635317982,0.011140913622911714,558.60782122612
